USERNAME;JOB_ID;NODENAME;APPNAME;AVG.FREQ;TIME;CPI;TPI;GBS;GFLOPS_1_proces;DC-NODE-POWER;DRAM-POWER;PCK-POWER;DEF.FREQ;POLICY;POLICY_TH;TOTAL_INST;CORES
NA;70646;cmp2732.hpc.eu.lenovo.com;AVX-512F DP FMADD512;2184000;14.721811;0.470859;0.0;0.0;69.550380;223.817572;16.159855;190.219978;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70785;cmp2732.hpc.eu.lenovo.com;SSE2 DP ADD128;2385000;13.463339;0.470942;0.0;0.0;9.478499;228.992228;16.166693;200.785697;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70785;cmp2732.hpc.eu.lenovo.com;SSE2 DP MUL128;2381400;13.583561;0.473328;0.0;0.0;9.394973;243.235187;16.159949;203.316568;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70785;cmp2732.hpc.eu.lenovo.com;FMA DP FMADD128;2384100;13.459941;0.470752;0.0;0.0;18.958870;264.785707;16.195037;207.629692;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70785;cmp2732.hpc.eu.lenovo.com;AVX DP ADD256;2383200;13.464727;0.470979;0.0;0.0;18.949923;255.779415;16.214936;217.200258;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70785;cmp2732.hpc.eu.lenovo.com;AVX DP MUL256;2385300;13.462045;0.470866;0.0;0.0;18.961530;257.390315;16.196248;217.714653;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70785;cmp2732.hpc.eu.lenovo.com;FMA DP FMADD256;2383200;13.461468;0.470845;0.0;0.0;37.905818;264.755672;16.196222;224.195174;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70785;cmp2732.hpc.eu.lenovo.com;AVX-512F DP ADD512;2184000;14.726470;0.470882;0.0;0.0;34.763292;234.679458;16.199233;180.638121;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70785;cmp2732.hpc.eu.lenovo.com;AVX-512F DP MUL512;2184300;14.724794;0.470788;0.0;0.0;34.754335;231.174711;16.204560;181.215168;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70785;cmp2732.hpc.eu.lenovo.com;AVX-512F DP FMADD512;2184300;14.719273;0.470883;0.0;0.0;69.566135;223.652350;16.175775;189.907095;2400000;MONITORING_NO_EAR;0.0;64000000000;40
